,anime_id,name,genre,type,episodes,rating,members
512,10012,Carnival Phantasm,"Comedy, Parody, Supernatural",OVA,12,8.01,71976
513,32370,D.Gray-man Hallow,"Action, Demons, Shounen, Super Power",TV,13,8.01,72499
514,22961,Date A Live: Encore OVA,"Romance, Slice of Life",OVA,1,8.01,48432
515,22777,Dragon Ball Kai (2014),"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,61,8.01,42666
516,29787,Gochuumon wa Usagi Desu ka??,"Comedy, Slice of Life",TV,12,8.01,38102
517,7062,Hidamari Sketch x ☆☆☆,"Comedy, School, Slice of Life",TV,12,8.01,15748
518,11887,Kokoro Connect,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,13,8.01,283847
519,9088,Saiyuuki Gaiden,"Action, Adventure, Drama, Fantasy, Shoujo",OVA,3,8.01,5843
520,12815,Shirokuma Cafe,"Comedy, Josei, Slice of Life",TV,50,8.01,44668
521,12017,Tiger &amp; Bunny Movie 2: The Rising,"Action, Comedy, Mystery, Super Power",Movie,1,8.01,13567
522,6377,Zan Sayonara Zetsubou Sensei,"Comedy, Parody, School",TV,13,8.01,55402
523,1470,City Hunter,"Action, Comedy, Mystery, Shounen",TV,51,8.0,19963
524,780,Detective Conan Movie 02: The Fourteenth Target,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.0,26284
525,27633,Gekkan Shoujo Nozaki-kun Specials,"Comedy, Romance, School",Special,6,8.0,52672
526,2321,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,"Action, Mecha, Sci-Fi, Shounen, Super Power",OVA,7,8.0,12283
527,17273,Hetalia: The Beautiful World Specials,"Comedy, Historical, Parody",Special,4,8.0,8644
528,429,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,"Comedy, Drama, Shoujo",OVA,1,8.0,9268
529,18661,Kamisama Hajimemashita OVA,"Comedy, Demons, Fantasy, Shoujo, Supernatural",OVA,2,8.0,38678
530,14349,Little Witch Academia,"Adventure, Comedy, Fantasy, Magic, School",Movie,1,8.0,111703
531,1729,Maria-sama ga Miteru 3rd,"Drama, School, Shoujo Ai, Slice of Life",OVA,5,8.0,12394
532,31973,Mobile Suit Gundam Thunderbolt,"Action, Drama, Mecha, Military, Sci-Fi, Space",ONA,4,8.0,14419
533,17949,The Everlasting Guilty Crown,Music,Music,1,8.0,11663
534,996,Bishoujo Senshi Sailor Moon: Sailor Stars,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo",TV,34,7.99,52586
535,9465,Break Blade 4: Sanka no Chi,"Action, Fantasy, Mecha, Military, Shounen",Movie,1,7.99,41598
536,14175,Hanasaku Iroha: Home Sweet Home,"Comedy, Drama, Slice of Life",Movie,1,7.99,34630
537,11239,Hidamari Sketch x Honeycomb,"Comedy, School, Slice of Life",TV,12,7.99,12590
538,967,Hokuto no Ken,"Action, Drama, Martial Arts, Sci-Fi, Shounen",TV,109,7.99,40271
539,1695,Les Misérables: Shoujo Cosette,"Drama, Historical, Shoujo, Slice of Life",TV,52,7.99,9605
540,339,Serial Experiments Lain,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",TV,13,7.99,215829
541,7724,Shiki,"Mystery, Supernatural, Thriller, Vampire",TV,22,7.99,251093
543,8516,Baka to Test to Shoukanjuu Ni!,"Comedy, Romance, School, Super Power",TV,13,7.98,183722
544,779,Detective Conan Movie 01: The Timed Skyscraper,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.98,28947
545,1366,Detective Conan Movie 07: Crossroad in the Ancient Capital,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.98,21729
546,19319,Gundam Build Fighters,"Action, Mecha, Sci-Fi",TV,25,7.98,31606
547,15195,Hetalia: The Beautiful World,"Comedy, Historical, Parody",ONA,20,7.98,34960
548,187,Initial D Third Stage,"Action, Cars, Drama, Seinen, Sports",Movie,1,7.98,39374
549,30311,Kuroko no Basket 3rd Season NG-shuu,"Comedy, Sports",Special,9,7.98,10778
550,597,Neko no Ongaeshi,"Adventure, Drama, Fantasy",Movie,1,7.98,92499
551,400,Seihou Bukyou Outlaw Star,"Action, Adventure, Comedy, Sci-Fi, Space",TV,24,7.98,78600
552,18245,White Album 2,"Drama, Music, Romance, Slice of Life",TV,13,7.98,91075
553,10521,Working&#039;!!,"Comedy, Slice of Life",TV,13,7.98,117328
554,28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri","Action, Adventure, Fantasy, Military",TV,12,7.97,244314
555,31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season","Action, Adventure, Fantasy, Military",TV,12,7.97,153501
556,1571,Ghost Hunt,"Comedy, Horror, Mystery, Shoujo, Supernatural",TV,25,7.97,126426
557,267,Gungrave,"Action, Drama, Sci-Fi, Seinen, Super Power",TV,26,7.97,95825
558,253,Jungle wa Itsumo Hare nochi Guu,"Comedy, School, Slice of Life",TV,26,7.97,22214
559,22673,Kuroko no Basket 2nd Season NG-shuu,"Comedy, Sports",Special,9,7.97,20477
560,4080,Kyou kara Maou! 3rd Series,"Adventure, Comedy, Fantasy, Romance, Shoujo",TV,39,7.97,19510
561,27947,Lupin III (2015),"Action, Adventure, Comedy, Shounen",TV,24,7.97,16938
563,3750,Maria-sama ga Miteru 4th,"School, Shoujo, Shoujo Ai, Slice of Life",TV,13,7.97,11779
564,569,Musekinin Kanchou Tylor,"Comedy, Military, Parody, Sci-Fi, Space",TV,26,7.97,19841
565,6007,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,"Fantasy, Historical, Romance",OVA,1,7.97,81137
566,1253,Saint Seiya: Meiou Hades Meikai-hen,"Action, Adventure, Demons, Fantasy, Sci-Fi, Shounen, Super Power",OVA,12,7.97,21240
567,15771,Saint☆Oniisan (Movie),"Comedy, Seinen, Slice of Life",Movie,1,7.97,30814
568,397,Seikai no Senki II,"Action, Military, Romance, Sci-Fi, Space",TV,10,7.97,13888
569,949,Top wo Nerae! Gunbuster,"Action, Comedy, Drama, Mecha, Military, Sci-Fi, Shounen, Space",OVA,6,7.97,51724
570,11001,Toshokan Sensou: Kakumei no Tsubasa,"Action, Comedy, Military, Romance",Movie,1,7.96,10244
571,17909,Uchouten Kazoku,"Comedy, Drama, Fantasy, Slice of Life",TV,13,7.96,64897
572,21185,Baby Steps,"Romance, School, Shounen, Sports",TV,25,7.96,59818
573,9724,Break Blade 5: Shisen no Hate,"Action, Mecha, Military, Shounen",Movie,1,7.96,40053
574,6768,Code Geass: Hangyaku no Lelouch R2 Special Edition Zero Requiem,"Action, Mecha, Military, Super Power",OVA,1,7.96,23204
575,4872,Goku Sayonara Zetsubou Sensei,"Comedy, Parody, School",OVA,3,7.96,40358
576,12413,Jormungand,"Action, Adventure, Seinen",TV,12,7.96,137610
577,2076,Kindaichi Shounen no Jikenbo (TV),"Mystery, Shounen",TV,148,7.96,8655
578,31251,Mobile Suit Gundam: Iron-Blooded Orphans,"Action, Drama, Mecha, Sci-Fi, Space",TV,25,7.96,60525
579,5485,Shin Mazinger Shougeki! Z-hen,"Action, Mecha, Shounen, Super Power",TV,26,7.96,7872
580,5005,Tentai Senshi Sunred,"Comedy, Parody, Seinen, Super Power",TV,26,7.96,12236
581,890,Yuusha-Ou GaoGaiGar,"Adventure, Mecha, Sci-Fi, Shounen",TV,49,7.96,10031
582,269,Bleach,"Action, Comedy, Shounen, Super Power, Supernatural",TV,366,7.95,624055
583,14741,Chuunibyou demo Koi ga Shitai!,"Comedy, Drama, Romance, School, Slice of Life",TV,12,7.95,394399
584,1472,City Hunter 3,"Action, Comedy, Mystery, Shounen",TV,13,7.95,6723
585,33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,"Action, Horror, Mystery, Psychological",TV,11,7.95,65503
586,7304,Detective Conan Movie 08: Time Travel of the Silver Sky,"Adventure, Mystery",Special,1,7.95,6515
587,8609,Detective Conan OVA 10: Kid in Trap Island,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.95,7757
588,6033,Dragon Ball Kai,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,97,7.95,116832
589,8479,Hetalia World Series,"Comedy, Historical, Parody",ONA,48,7.95,64416
590,254,Jungle wa Itsumo Hare nochi Guu Deluxe,"Comedy, Slice of Life",OVA,6,7.95,8847
591,8525,Kami nomi zo Shiru Sekai,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,7.95,284846
592,19703,Kyousou Giga (TV),"Action, Fantasy, Supernatural",TV,10,7.95,67732
593,25517,Magic Kaito 1412,"Adventure, Comedy, Romance, Shounen",TV,24,7.95,43545
594,31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,"Action, Adventure, Fantasy, Military",TV,13,7.95,86475
595,27775,Plastic Memories,"Drama, Romance, Sci-Fi",TV,13,7.95,213493
596,21339,Psycho-Pass Movie,"Action, Military, Police, Sci-Fi",Movie,1,7.95,94677
597,2104,Seto no Hanayome,"Comedy, Parody, Romance, School",TV,26,7.95,165008
598,24893,Sidonia no Kishi: Daikyuu Wakusei Seneki,"Action, Mecha, Sci-Fi, Seinen, Space",TV,12,7.95,57665
599,2150,Tanoshii Muumin Ikka,"Adventure, Comedy, Fantasy, Kids, Slice of Life",TV,78,7.95,7761
600,12445,Tasogare Otome x Amnesia,"Horror, Mystery, Romance, School, Shounen, Supernatural",TV,12,7.95,172367
601,543,Vampire Hunter D (2000),"Action, Drama, Fantasy, Horror, Romance, Sci-Fi, Vampire",Movie,1,7.95,68229
602,23225,Yuru Yuri Nachuyachumi!,"Comedy, Shoujo Ai, Slice of Life",OVA,1,7.95,28339
603,9252,Break Blade 3: Kyoujin no Ato,"Action, Fantasy, Mecha, Military, Shounen",Movie,1,7.94,42653
604,12893,Danshi Koukousei no Nichijou Specials,"Comedy, School, Shounen, Slice of Life",Special,6,7.94,49891
605,1505,Detective Conan Movie 09: Strategy Above the Depths,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.94,20347
606,4447,Detective Conan Movie 12: Full Score of Fear,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.94,19290
607,317,Final Fantasy VII: Advent Children,"Action, Fantasy, Super Power",Movie,1,7.94,138659
608,22265,Free!: Eternal Summer,"Comedy, School, Slice of Life, Sports",TV,13,7.94,150596
609,13117,Hakuouki Movie 1: Kyoto Ranbu,"Action, Drama, Historical, Josei, Samurai, Supernatural",Movie,1,7.94,12076
610,9563,Hidamari Sketch x ☆☆☆ Specials,"Comedy, School, Slice of Life",Special,2,7.94,8734
611,16904,K: Missing Kings,"Action, Super Power, Supernatural",Movie,1,7.94,98549
612,97,Last Exile,"Action, Adventure, Sci-Fi",TV,26,7.94,104193
613,20517,Little Busters!: EX,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Special,8,7.94,26709
614,2273,Mobile Suit Gundam Wing: Endless Waltz Movie,"Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.94,35711
615,1735,Naruto: Shippuuden,"Action, Comedy, Martial Arts, Shounen, Super Power",TV,0,7.94,533578
616,20159,Pokemon: The Origin,"Action, Adventure, Comedy, Fantasy, Kids",Special,4,7.94,85947
617,12403,Yuru Yuri♪♪,"Comedy, School, Shoujo Ai, Slice of Life",TV,12,7.94,83097
618,7044,Zan Sayonara Zetsubou Sensei Bangaichi,"Comedy, Parody, School",OVA,2,7.94,22704
619,31646,3-gatsu no Lion,"Drama, Game, Seinen, Slice of Life",TV,23,7.93,59492
620,32998,91 Days,"Action, Drama, Historical",TV,12,7.93,140604
621,30123,Akagami no Shirayuki-hime,"Drama, Fantasy, Romance, Shoujo",TV,12,7.93,157551
622,31339,Drifters,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen",TV,12,7.93,102857
623,2890,Gake no Ue no Ponyo,"Adventure, Fantasy",Movie,1,7.93,140277
624,468,Ghost in the Shell 2: Innocence,"Mecha, Military, Police, Psychological, Sci-Fi",Movie,1,7.93,85714
625,29755,Haikyuu!! Movie 1: Owari to Hajimari,"Comedy, Drama, School, Shounen, Sports",Movie,1,7.94,13094
626,25303,Haikyuu!! OVA,"Shounen, Sports",OVA,2,7.93,30063
627,24471,Hoozuki no Reitetsu OVA,"Comedy, Fantasy, Supernatural",OVA,3,7.93,6073
628,516,Keroro Gunsou,"Comedy, Sci-Fi, Shounen",TV,358,7.93,31632
629,1425,Lupin III: Part II,"Action, Adventure, Comedy, Shounen",TV,155,7.93,10873
630,5310,Macross F Movie 1: Itsuwari no Utahime,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,1,7.93,20637
631,93,Mobile Suit Gundam Seed,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV,50,7.93,96973
632,8038,Nodame Cantabile Finale Special,"Comedy, Josei, Music, Romance",Special,1,7.93,23388
633,322,Paradise Kiss,"Comedy, Drama, Josei, Romance, Slice of Life",TV,12,7.93,86380
635,7588,Saraiya Goyou,"Historical, Samurai, Seinen",TV,12,7.93,40819
636,10083,Shiki Specials,"Horror, Mystery, Supernatural, Vampire",Special,2,7.93,37657
637,1172,Slayers Try,"Adventure, Comedy, Demons, Fantasy, Magic, Shounen",TV,26,7.93,32742
638,31711,To LOVE-Ru Darkness 2nd Specials,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",Special,2,7.93,22487
639,2265,Transformers the Movie,"Action, Mecha",Movie,1,7.93,6540
640,23249,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,"Action, Drama, Military, Sci-Fi, Space",Movie,1,7.93,5431
641,202,Wolf&#039;s Rain,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26,7.93,171863
642,30370,Akatsuki no Yona OVA,"Action, Comedy, Fantasy, Shoujo",OVA,3,7.92,29398
643,9919,Ao no Exorcist,"Action, Demons, Fantasy, Shounen, Supernatural",TV,25,7.92,583823
644,1818,Claymore,"Action, Adventure, Demons, Fantasy, Shounen, Super Power, Supernatural",TV,26,7.92,316853
646,10090,Ghost in the Shell: Stand Alone Complex - Solid State Society 3D,"Mecha, Military, Mystery, Police, Sci-Fi, Seinen",Movie,1,7.91,7515
647,17895,Golden Time,"Comedy, Romance, Seinen",TV,24,7.92,273191
648,1824,Hadashi no Gen,"Drama, Historical",Movie,1,7.92,16474
649,4192,Hayate no Gotoku!!,"Action, Comedy, Harem, Parody, Romance",TV,25,7.92,67323
650,10357,Jinrui wa Suitai Shimashita,"Comedy, Fantasy, Seinen",TV,12,7.92,89373
651,30745,Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen - Yakusoku no Kizuna,Music,Special,1,7.92,10306
652,19489,Little Witch Academia: Mahoujikake no Parade,"Adventure, Comedy, Fantasy, Magic, School",Movie,1,7.92,53024
653,4472,Lucky☆Star: Original na Visual to Animation,"Comedy, Parody, School, Slice of Life",OVA,1,7.92,84833
654,19613,New Initial D Movie: Legend 1 - Kakusei,"Action, Cars, Seinen, Sports",Movie,1,7.92,7695
655,5530,Pandora Hearts,"Adventure, Fantasy, Mystery, Shounen, Supernatural",TV,25,7.92,229567
656,6591,Rurouni Kenshin DVD-BOX Special Ending,"Historical, Romance",Special,1,7.92,9695
657,10218,Berserk: Ougon Jidai-hen I - Haou no Tamago,"Action, Adventure, Demons, Fantasy, Military, Seinen, Supernatural",Movie,1,7.91,77103
658,388,Capeta,"Cars, Shounen, Sports",TV,52,7.91,9711
659,28999,Charlotte,"Drama, School, Super Power",TV,13,7.91,310137
660,1473,City Hunter &#039;91,"Action, Comedy, Mystery, Shounen",TV,13,7.91,6337
661,1379,Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,"Adventure, Drama, Fantasy",Movie,1,7.91,26746
662,23293,Lupin the IIIrd: Jigen Daisuke no Bohyou,"Action, Adventure, Comedy, Drama, Seinen",Movie,1,7.91,5939
665,18897,Nisekoi,"Comedy, Harem, Romance, School, Shounen",TV,20,7.91,347599
666,31592,Pokemon XY&amp;Z,"Action, Adventure, Comedy, Fantasy, Kids",TV,47,7.91,15627
667,31380,To LOVE-Ru Darkness 2nd OVA,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",OVA,3,7.91,18575
668,28677,Yamada-kun to 7-nin no Majo (TV),"Comedy, Harem, Mystery, Romance, School, Shounen, Supernatural",TV,12,7.91,193566
669,7193,Aoi Bungaku Series,"Drama, Historical, Psychological, Seinen, Thriller",TV,12,7.9,93074
670,1961,Arashi no Yoru ni,"Adventure, Comedy, Drama, Fantasy",Movie,1,7.9,11458
671,21405,Bokura wa Minna Kawaisou,"Comedy, Romance, School, Slice of Life",TV,12,7.9,159793
672,6024,Chi&#039;s Sweet Home: Atarashii Ouchi,"Comedy, Kids, Slice of Life",TV,104,7.9,16670
674,1491,Ginga Tetsudou 999,"Adventure, Drama, Sci-Fi, Space",TV,113,7.9,12672
675,106,Hana yori Dango,"Drama, Romance, School, Shoujo",TV,51,7.9,28341
676,5835,Hanasakeru Seishounen,"Drama, Romance, Shoujo",TV,39,7.9,37051
677,3604,Hidamari Sketch x 365,"Comedy, School, Slice of Life",TV,13,7.9,19180
678,11237,Hidamari Sketch x SP,"Comedy, School, Slice of Life",Special,2,7.9,7999
680,4087,Michiko to Hatchin,"Action, Adventure",TV,22,7.9,82625
682,21473,Persona 3 the Movie 2: Midsummer Knight&#039;s Dream,"Action, Fantasy, Seinen, Supernatural",Movie,1,7.9,27462
683,582,Sexy Commando Gaiden: Sugoiyo!! Masaru-san,"Comedy, Martial Arts, School, Shounen",TV,48,7.9,6473
684,8311,Tegamibachi Reverse,"Adventure, Fantasy, Shounen, Supernatural",TV,25,7.9,36228
685,21995,Ao Haru Ride,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,12,7.89,227417
686,532,Bishoujo Senshi Sailor Moon S,"Drama, Magic, Romance, Shoujo",TV,38,7.89,66911
687,552,Digimon Adventure,"Action, Adventure, Comedy, Fantasy, Kids",TV,54,7.89,182208
688,13629,Furiko,"Drama, Music, Romance, Slice of Life",Special,1,7.89,8809
689,7645,Heartcatch Precure!,"Action, Comedy, Fantasy, Magic, School, Shoujo, Slice of Life",TV,49,7.89,12825
690,249,InuYasha,"Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",TV,167,7.89,281632
691,4886,InuYasha: Kuroi Tessaiga,"Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",Special,1,7.89,16373
692,451,InuYasha: Tenka Hadou no Ken,"Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural",Movie,1,7.89,51079
693,9734,K-On!!: Keikaku!,"Comedy, Music, School, Slice of Life",Special,1,7.89,50496
694,433,"Kumo no Mukou, Yakusoku no Basho","Drama, Military, Romance, Sci-Fi",Movie,1,7.89,103975
695,6115,Lupin III vs. Detective Conan,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.89,15220
696,80,Mobile Suit Gundam,"Action, Mecha, Military, Sci-Fi, Space",TV,43,7.89,51566
697,1092,Mobile Suit Gundam III: Encounters in Space,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.89,11343
698,20767,Noragami OVA,"Action, Adventure, Shounen",OVA,2,7.89,104775
699,10119,Seitokai Yakuindomo OVA,"Comedy, School, Shounen, Slice of Life",OVA,8,7.89,63265
700,1921,Urusei Yatsura Movie 2: Beautiful Dreamer,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.89,5663
701,1562,Yamato Nadeshiko Shichihenge♥,"Comedy, Shoujo",TV,25,7.89,92088
702,11111,Another,"Horror, Mystery, School, Supernatural, Thriller",TV,12,7.88,534657
703,32863,Ansatsu Kyoushitsu (TV) 2nd Season: Kagaijugyou-hen,"Action, Comedy, School, Shounen",ONA,8,7.88,7999
704,11737,Ao no Exorcist Movie,"Action, Demons, Fantasy, Shounen, Supernatural",Movie,1,7.88,105183
705,28249,Arslan Senki (TV),"Action, Adventure, Drama, Fantasy, Historical, Shounen",TV,25,7.88,152811
706,13535,Binbougami ga!,"Comedy, Parody, Shounen, Supernatural",TV,13,7.88,117091
707,1520,Black Jack,Drama,OVA,12,7.88,14414
708,28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,"Action, Adventure, Comedy, Fantasy, Romance",TV,13,7.88,336349
709,30191,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,"Action, Mystery, Supernatural",Special,1,7.88,22774
710,10497,Hetalia World Series Specials,"Comedy, Historical, Parody",Special,4,7.88,14348
711,6862,K-On!: Live House!,"Comedy, Music, School, Slice of Life",Special,1,7.88,70787
712,251,Kyou kara Maou!,"Adventure, Comedy, Demons, Fantasy, Shoujo",TV,78,7.88,58150
713,18153,Kyoukai no Kanata,"Fantasy, Slice of Life, Supernatural",TV,12,7.88,359011
714,875,Mind Game,"Adventure, Comedy, Dementia, Psychological, Romance",Movie,1,7.88,32756
715,795,Oniisama e...,"Drama, School, Shoujo, Shoujo Ai",TV,39,7.88,11424
716,33994,Servamp Specials,Comedy,Special,3,7.88,5973
717,18397,Shingeki no Kyojin OVA,"Action, Drama, Fantasy, Shounen, Super Power",OVA,3,7.88,121063
719,16870,The Last: Naruto the Movie,"Action, Martial Arts, Romance, Shounen, Super Power",Movie,1,7.88,85013
720,479,The Law of Ueki,"Adventure, Comedy, Drama, Shounen, Supernatural",TV,51,7.88,60027
721,15197,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,"Action, Mecha, Military",Movie,1,7.87,61020
722,32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,"Action, Horror, Mystery, Psychological",TV,12,7.87,83343
723,31859,Hai to Gensou no Grimgar,"Action, Adventure, Drama, Fantasy",TV,12,7.87,213342
724,15451,High School DxD New,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",TV,12,7.87,266657
726,570,Jin-Rou,"Drama, Military, Police, Psychological, Romance",Movie,1,7.87,62464
727,5680,K-On!,"Comedy, Music, School, Slice of Life",TV,13,7.87,386048
728,2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,"Adventure, Drama, Fantasy",Movie,1,7.87,23453
729,1887,Lucky☆Star,"Comedy, Parody, School, Slice of Life",TV,24,7.87,305837
730,90,Mobile Suit Gundam Wing,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,49,7.87,86001
731,91,Mobile Suit Gundam Wing: Endless Waltz,"Action, Drama, Mecha, Military, Sci-Fi, Space",OVA,3,7.87,28485
732,2594,Piano no Mori,"Adventure, Comedy, Drama, Music, School, Seinen",Movie,1,7.87,24278
733,210,Ranma ½,"Comedy, Fantasy, Martial Arts, Slice of Life",TV,161,7.87,105212
734,1007,Ranma ½ OVA,"Comedy, Martial Arts, Romance, Shounen",OVA,6,7.87,16804
735,19775,Sidonia no Kishi,"Action, Mecha, Sci-Fi, Seinen, Space",TV,12,7.87,118341
736,534,Slayers,"Adventure, Comedy, Demons, Fantasy, Magic",TV,26,7.87,73476
737,9790,Sora no Otoshimono: Tokeijikake no Angeloid,"Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",Movie,1,7.87,70391
738,2582,Soukou Kihei Votoms,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,52,7.87,9008
739,407,Tantei Gakuen Q,"Comedy, Drama, Mystery, Police, Shounen",TV,45,7.87,16591
740,6213,Toaru Kagaku no Railgun,"Action, Sci-Fi, Super Power",TV,24,7.87,231079
741,1000,Uchuu Kaizoku Captain Harlock,"Action, Adventure, Drama, Sci-Fi, Seinen, Space",TV,42,7.87,14869
742,1375,Watashi no Ashinaga Ojisan,"Comedy, Historical, Romance, School, Shoujo, Slice of Life",TV,40,7.87,5600
743,8514,Break Blade 2: Ketsubetsu no Michi,"Action, Fantasy, Mecha, Military, Shounen",Movie,1,7.86,44900
745,12117,Detective Conan Movie 16: The Eleventh Striker,"Adventure, Comedy, Mystery, Police, Shounen, Sports",Movie,1,7.86,14938
746,2508,Genshiken 2,"Comedy, Parody, Slice of Life",TV,12,7.86,55825
747,19115,Giovanni no Shima,"Drama, Historical",Movie,1,7.86,10115
748,6904,Hellsing I: Digest for Freaks,"Action, Horror, Military, Seinen, Super Power, Supernatural, Vampire",OVA,1,7.86,20263
749,22125,Kuroko no Basket: Mou Ikkai Yarimasen ka,"Comedy, School, Shounen, Sports",Special,1,7.86,20397
750,4454,Macross F: Close Encounter - Deculture Edition,"Action, Mecha, Military, Music, Sci-Fi, Space",Special,1,7.86,8911
751,32547,Non Non Biyori Repeat OVA,"Comedy, School, Seinen, Slice of Life",OVA,1,7.86,9729
752,15959,Nurarihyon no Mago OVA,"Action, Demons, Shounen, Supernatural",OVA,2,7.86,11401
753,16239,One Piece: Episode of Luffy - Hand Island no Bouken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,7.86,21489
754,31772,One Punch Man Specials,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",Special,6,7.86,75502
755,396,Seikai no Senki,"Action, Military, Romance, Sci-Fi, Space",TV,13,7.86,18580
756,8407,Sora no Otoshimono: Forte,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",TV,12,7.86,146697
757,20057,Space☆Dandy,"Comedy, Sci-Fi, Space",TV,13,7.86,123529
758,9074,Arakawa Under the Bridge x Bridge,"Comedy, Romance, Seinen",TV,13,7.85,80394
760,226,Elfen Lied,"Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural",TV,13,7.85,623511
761,644,Hachimitsu to Clover Specials,"Comedy, Drama, Josei, Romance, Slice of Life",Special,2,7.85,21164
763,15117,Kami nomi zo Shiru Sekai: Tenri-hen,"Comedy, Harem, Romance, Shounen, Supernatural",OVA,2,7.85,68623
764,10460,Kimi to Boku.,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,13,7.85,86196
765,6050,Mahou Sensei Negima! Mou Hitotsu no Sekai,"Action, Adventure, Ecchi, Magic, Shounen, Supernatural",OVA,4,7.85,12413
766,444,Maria-sama ga Miteru: Haru,"Drama, Romance, School, Shoujo, Shoujo Ai",TV,13,7.85,14983
767,82,Mobile Suit Gundam 0080: War in the Pocket,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",OVA,6,7.85,22609
768,15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,"Comedy, Fantasy, Supernatural",TV,10,7.85,218231
769,30347,Nanatsu no Taizai OVA,"Action, Adventure, Fantasy, Shounen, Supernatural",OVA,2,7.85,37540
770,31704,One Punch Man: Road to Hero,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",OVA,1,7.85,94839
771,1699,Romeo x Juliet,"Drama, Fantasy, Historical, Romance",TV,24,7.85,91530
772,517,School Rumble Ichi Gakki Hoshuu,"Comedy, Romance, School, Shounen",OVA,2,7.85,40868
774,30868,Ajin Part 1: Shoudou,"Action, Horror, Mystery, Seinen, Supernatural",Movie,1,7.84,22279
775,22199,Akame ga Kill!,"Action, Adventure, Fantasy",TV,24,7.84,492133
776,14941,AKB0048: Next Stage,"Music, Sci-Fi",TV,13,7.84,22302
777,978,Change!! Getter Robo: Sekai Saigo no Hi,"Action, Adventure, Horror, Mecha, Psychological, Sci-Fi, Shounen",OVA,13,7.84,5606
778,2994,Death Note Rewrite,"Mystery, Police, Psychological, Supernatural, Thriller",Special,2,7.84,88699
779,14735,Detective Conan Movie 17: Private Eye in the Distant Sea,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.84,12963
780,10350,Hakuouki Sekkaroku,"Action, Demons, Drama, Fantasy, Historical, Josei",OVA,6,7.84,14725
